id,entry,complete_patent,patent_id,name,location,description,date
11,"189330. Niedenführ, Olga, geb. Chotko, Halensee b/Berlin. Verfahren zur Darstellung von Schwefelsäure nach dem Kammerprinzip unter Verwendung von gegebenenfalls mit Füllkörpern oder anderen Widerständen ausgelegten rohrähnlichen Reaktionsräumen. 14/4 05. — A 2743.",1,189330,"Niedenführ, Olga, geb. Chotko",Halensee b/Berlin,Verfahren zur Darstellung von Schwefelsäure nach dem Kammerprinzip unter Verwendung von gegebenenfalls mit Füllkörpern oder anderen Widerständen ausgelegten rohrähnlichen Reaktionsräumen.,14/4 05
12,"189472. Nordyke & Marmon Company, Indianapolis, V. St. A.; Vertr.: E. W. Hopkins u. K. Osius, Pat.-Anwälte, Berlin S.W. 11. Vorrichtung zur Erzeugung von Stickstoffsauerstoffverbindungen aus Ammoniak und Luft. 16/1 06. — A 2818.",1,189472,Nordyke & Marmon Company,"Indianapolis, V. St. A.",Vorrichtung zur Erzeugung von Stickstoffsauerstoffverbindungen aus Ammoniak und Luft.,16/1 06
13,"189822. Jaubert, Dr George François, Paris; Vertr.: O. Stedentopf, Pat.-Anw., Berlin S.W. 68. Verfahren zur Herstellung von reinem Kaliumsuperoxyd oder eines an Kaliumsuperoxyd reichen Gemisches. 4/8 06. — A 2941.",1,189822,"Jaubert, Dr George François",Paris,Verfahren zur Herstellung von reinem Kaliumsuperoxyd oder eines an Kaliumsuperoxyd reichen Gemisches.,4/8 06
14,"189833. Potter, Henry Noel, New-York; Vertr.: F. C. Glaser, L. Glaser, O. Hering u. E. Peiß, Pat.-Anwälte, Berlin S.W. 68. Verfahren zur Herstellung von Siliciummonoxyd durch unvollständige Reduktion von Siliciumdioxyd. 26/7 05. — A 2941.",1,189833,"Potter, Henry Noel",New-York,Verfahren zur Herstellung von Siliciummonoxyd durch unvollständige Reduktion von Siliciumdioxyd.,26/7 05
15,"189834. Niedenführ, Olga, geb. Chotko, Halensee b/Berlin, Kurfürstendamm 139. Runde Schwefelsäurekammer. 9/1 07. — A 2941.",1,189834,"Niedenführ, Olga, geb. Chotko","Halensee b/Berlin, Kurfürstendamm 139",Runde Schwefelsäurekammer.,9/1 07
16,"189863 (†). Diefenbach, Otto, Darmstadt. Verfahren zum Konzentrieren von Schwefelsäure über 60° Bé hinaus. 19/5 04. — A 2941.",1,189863,"Diefenbach, Otto",Darmstadt,Verfahren zum Konzentrieren von Schwefelsäure über 60° Bé hinaus.,19/5 04
17,"189864. Helbig, Dr Demetrio, Rom; Vertr.: E. Gronert u. W. Zimmermann, Pat.-Anwälte, Berlin S.W. 61. Verfahren zur Darstellung von Stickstoffsauerstoffverbindungen aus atmosphärischer Luft oder anderen Stickstoff und Sauerstoff enthaltenden Gasgemischen mittels des elektrischen Lichtbogens. 13/9 04. — A 3005.",1,189864,"Helbig, Dr Demetrio",Rom,Verfahren zur Darstellung von Stickstoffsauerstoffverbindungen aus atmosphärischer Luft oder anderen Stickstoff und Sauerstoff enthaltenden Gasgemischen mittels des elektrischen Lichtbogens.,13/9 04
18,"189865. Badische Anilin- & Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Konzentration von Salpetersäure mittels wasserbindender Salze. 19/12 05. — A 2743.",1,189865,Badische Anilin- & Soda-Fabrik,Ludwigshafen a/Rh.,Verfahren zur Konzentration von Salpetersäure mittels wasserbindender Salze.,19/12 05
19,"190450. Seyboth, Gebrüder, München. Verfahren zur Herstellung von Phosphormetallen. 30/9 06. — A 3060.",1,190450,"Seyboth, Gebrüder",München,Verfahren zur Herstellung von Phosphormetallen.,30/9 06
20,"190626. Natig, Dr Fritz, Neu-Staßfurt, Salzbergwerk. Verfahren zur Darstellung von Chloraten durch Elektrolyse angesäuerter Alkali- oder Erdalkalichloridlösungen. 24/2 06. — A 3060.",1,190626,"Natig, Dr Fritz","Neu-Staßfurt, Salzbergwerk",Verfahren zur Darstellung von Chloraten durch Elektrolyse angesäuerter Alkali- oder Erdalkalichloridlösungen.,24/2 06
21,"191594. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Herstellung von kristallisiertem Natriumhydrosulfithydrat. 27/9 06.",1,191594,Farbwerke vorm. Meister Lucius & Brüning,Höchst a/M,Verfahren zur Herstellung von kristallisiertem Natriumhydrosulfithydrat.,27/9 06
22,"191595. Borchers, Dr Wilhelm, Ludwigsallee 15, u. Erich Beck, Lütticherstr. 123, Aachen. Verfahren zur Darstellung von Hydriden aus Metallsalzen mit Hilfe von Wasserstoff. 30/10 06.",1,191595,"Borchers, Dr Wilhelm und Erich Beck","Ludwigsallee 15, u. Lütticherstr. 123, Aachen",Verfahren zur Darstellung von Hydriden aus Metallsalzen mit Hilfe von Wasserstoff.,30/10 06
23,"191596. Chemische Fabrik auf Aktien (vorm. E. Schering), Berlin. Verfahren und Ofen zur Herstellung schwefliger Säure durch Verbrennen von Schwefel. 13/3 07.",1,191596,Chemische Fabrik auf Aktien (vorm. E. Schering),Berlin,Verfahren und Ofen zur Herstellung schwefliger Säure durch Verbrennen von Schwefel.,13/3 07
24,"191723. Fromont, Louis Georges, Brüssel; Vertr.: F. Haßlacher u. E. Dippel, Pat.-Anwälte, Frankfurt a/M.1. Bleikammer für die Schwefelsäurefabrikation. 28/2 07.",1,191723,"Fromont, Louis Georges",Brüssel,Bleikammer für die Schwefelsäurefabrikation.,28/2 07
25,"191830. Schollmeyer, G., Cöthen, Anh. Verfahren zur Verarbeitung von Chlorcalcium auf Salzsäure und Fluorcalcium. 4/4 07.",1,191830,"Schollmeyer, G.","Cöthen, Anh.",Verfahren zur Verarbeitung von Chlorcalcium auf Salzsäure und Fluorcalcium.,4/4 07
26,"191912. Badische Anilin- & Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Konzentration von Salpetersäure mittels wasserbindender Salze; Zus. z. Pat. 189865. 25/11 06.",1,191912,Badische Anilin- & Soda-Fabrik,Ludwigshafen a/Rh.,Verfahren zur Konzentration von Salpetersäure mittels wasserbindender Salze,25/11 06
27,"192155. Gaillard, Antonio, Barcelona, Spanien; Vertr.: E. Schmatolla, Pat.-Anw., Berlin S.W. 11. Vorrichtung zum Konzentrieren von Schwefelsäure durch Einwirkenlassen heißer Gase auf zerstäubte Schwefelsäure. 27/5 06.",1,192155,"Gaillard, Antonio","Barcelona, Spanien",Vorrichtung zum Konzentrieren von Schwefelsäure durch Einwirkenlassen heißer Gase auf zerstäubte Schwefelsäure.,27/5 06
28,"192156. Riedel, J. D., Akt.-Ges., Berlin. Verfahren zur Herstellung von wasserhaltigen Aluminatsilikaten oder künstlichen Zeolithen; Zus. z. Pat. 186630. 4/7 06.",1,192156,"Riedel, J. D., Akt.-Ges.",Berlin,Verfahren zur Herstellung von wasserhaltigen Aluminatsilikaten oder künstlichen Zeolithen,4/7 06
29,"192472. Walter, Dr Arthur, Neapel; Vertr.: H. Betche, Pat.-Anw., Berlin S. 14. Verfahren und Vorrichtung zur unmittelbaren Gewinnung von geschmolzenem Schwefel und von Schwefelblüte aus Schwefelmineralien. 14/2 07.",1,192472,"Walter, Dr Arthur",Neapel,Verfahren und Vorrichtung zur unmittelbaren Gewinnung von geschmolzenem Schwefel und von Schwefelblüte aus Schwefelmineralien.,14/2 07
30,"192518. Walter, Dr Arthur, Neapel; Vertr.: H. Betche, Pat.-Anw., Berlin S. 14. Verfahren und Einrichtung zur gleichzeitigen Gewinnung von Schwefel beim Rösten von Schwefelmineral. 24/2 07.",1,192518,"Walter, Dr Arthur",Neapel,Verfahren und Einrichtung zur gleichzeitigen Gewinnung von Schwefel beim Rösten von Schwefelmineral.,24/2 07
31,"192815. Köhler, Dr Hippolyt, Berlin, Frobenstr. 3. Verfahren zur Herstellung von fein verteiltem Schwefel. 29/5 06.",1,192815,"Köhler, Dr Hippolyt","Berlin, Frobenstr. 3",Verfahren zur Herstellung von fein verteiltem Schwefel.,29/5 06
32,"192883. Bender, Oscar, Neu-Babelsberg b/Berlin. Verfahren zur Darstellung von Stickstoffsauerstoffverbindungen. 18/4 06.",1,192883,"Bender, Oscar",Neu-Babelsberg b/Berlin,Verfahren zur Darstellung von Stickstoffsauerstoffverbindungen.,18/4 06
33,"193402. Salpetersäure-Industrie-Gesellschaft, G. m. b. H., Gelsenkirchen i/W. Verfahren zur Darstellung von Salpetersäure oder Stickstoffoxyd aus atmosphärischer Luft. 14/3 07. Für diese Anmeldung ist bei der Prüfung gemäß dem Übereinkommen mit Österreich-Ungarn vom 6/12 91 die Priorität auf Grund der Anmeldung in Österreich vom 3/4 06 anerkannt.",1,193402,"Salpetersäure-Industrie-Gesellschaft, G. m. b. H.",Gelsenkirchen i/W.,Verfahren zur Darstellung von Salpetersäure oder Stickstoffoxyd aus atmosphärischer Luft.,14/3 07
34,"193410. Weilnböck, Georg, Wels, Zellnerhof, Österr.; Vertr.: F. Stockbauer, Passau, Bayern. Verfahren zur getrennten Gewinnung von Sauerstoff und Stickstoff aus der atmosphärischen Luft. 23/10 06.",1,193410,"Weilnböck, Georg","Wels, Zellnerhof, Österr.",Verfahren zur getrennten Gewinnung von Sauerstoff und Stickstoff aus der atmosphärischen Luft.,23/10 06
35,"193559. Jaubert, George François, Paris; Vertr.: O. Stedentopf, Pat.-Anw., Berlin S.W. 68. Verfahren zur Darstellung eines aktiven Sauerstoff enthaltenden Produktes. 15/6 04. Für diese Anmeldung ist bei der Prüfung gemäß dem Unionsvertrage vom 20/3 83 die Priorität auf dem Unionsvertrage vom 14/12 00",1,193559,"Jaubert, George François",Paris,Verfahren zur Darstellung eines aktiven Sauerstoff enthaltenden Produktes.,15/6 04
