id,entry,complete_patent,patent_id,name,location,description,date
18,"249327. Freiberger, Moritz, Charlottenburg, Trendelenburgstr. 1. Verfahren zum Weiß- bzw. Buntätzen mit oxydierbaren Farbstoffen, insbesondere Indigo, gefärbter Ware mit Stickstoffsauerstoffverbindungen; Zus. z. Pat. 228694. 28/3 11. — A 1654.",1,249327,"Freiberger, Moritz","Charlottenburg, Trendelenburgstr. 1","Verfahren zum Weiß- bzw. Buntätzen mit oxydierbaren Farbstoffen, insbesondere Indigo, gefärbter Ware mit Stickstoffsauerstoffverbindungen",28/3 11
19,"249542. Badische Anilin- & Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Erzeugung von weißen oder bunten Ätzeffekten auf Küpen- oder Schwefelfarbstoffen mittels Formaldehydsulfoxylate, Formaldehydhydrosulfite, Hydrosulfite oder anderer Reduktionsmittel; Zus. z. Pat. 231543. 3/7 10. — A 1707.",1,249542,Badische Anilin- & Soda-Fabrik,Ludwigshafen a/Rh.,"Verfahren zur Erzeugung von weißen oder bunten Ätzeffekten auf Küpen- oder Schwefelfarbstoffen mittels Formaldehydsulfoxylate, Formaldehydhydrosulfite, Hydrosulfite oder anderer Reduktionsmittel",3/7 10
20,"249543. Badische Anilin- & Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zur Erzeugung von weißen oder bunten Ätzeffekten auf Küpen- oder Schwefelfarbstoffen mittels Formaldehydsulfoxylate, Formaldehydhydrosulfite, Hydrosulfite oder anderer Reduktionsmittel; Zus. z. Pat. 231543. 21/7 10. — A 1707.",1,249543,Badische Anilin- & Soda-Fabrik,Ludwigshafen a/Rh.,"Verfahren zur Erzeugung von weißen oder bunten Ätzeffekten auf Küpen- oder Schwefelfarbstoffen mittels Formaldehydsulfoxylate, Formaldehydhydrosulfite, Hydrosulfite oder anderer Reduktionsmittel",21/7 10
21,"250084. Badische Anilin- & Soda-Fabrik, Ludwigshafen a/Rh. Verfahren zum Reservieren von Küpenfarbstoffen; Zus. z. Pat. 231543. 29/9 10. — A 1807.",1,250084,Badische Anilin- & Soda-Fabrik,Ludwigshafen a/Rh.,Verfahren zum Reservieren von Küpenfarbstoffen,29/9 10
22,"250303. Freiberger, Moritz, Charlottenburg, Trendelenburgstr. 1. Verfahren zum Weiß- bzw. Buntätzen mit oxydierbaren Farbstoffen, insbesondere Indigo, gefärbter Ware mittels Stickstoffsauerstoffverbindungen; Zus. z. Pat. 228694. 12/5 11. — A 1840.",1,250303,"Freiberger, Moritz","Charlottenburg, Trendelenburgstr. 1","Verfahren zum Weiß- bzw. Buntätzen mit oxydierbaren Farbstoffen, insbesondere Indigo, gefärbter Ware mittels Stickstoffsauerstoffverbindungen",12/5 11
23,"252267. Leopold Cassella & Co. G. m. b. H., Frankfurt a/M. Verfahren zum Drucken von Hydron- und Schwefelfarbstoffen. 28/12 11. — A 2217.",1,252267,Leopold Cassella & Co. G. m. b. H.,Frankfurt a/M,Verfahren zum Drucken von Hydron- und Schwefelfarbstoffen.,28/12 11
24,"253155. Pomeranz, Hirsch, Mülhausen i/Els., Syphonstaden 1. Verfahren zum Ätzen von küpenblaugefärbtem Stoff auf dem Reduktionswege. 25/4 12. — A 2399.",1,253155,"Pomeranz, Hirsch","Mülhausen i/Els., Syphonstaden 1",Verfahren zum Ätzen von küpenblaugefärbtem Stoff auf dem Reduktionswege.,25/4 12
25,"253293. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Köln a. Rh. u. Elberfeld. Verfahren zur Erzeugung echter grauer Töne im Zeugdruck. 6/2 12. — A 2399.",1,253293,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Köln a. Rh. u. Elberfeld,Verfahren zur Erzeugung echter grauer Töne im Zeugdruck.,6/2 12
26,"254090. Leopold Cassella & Co. G. m. b. H., Frankfurt a/M. Verfahren zur Herstellung gemusterter Florware. 12/11 11. — A 2579.",1,254090,Leopold Cassella & Co. G. m. b. H.,Frankfurt a/M,Verfahren zur Herstellung gemusterter Florware.,12/11 11
27,"255023. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Köln a. Rh. u. Elberfeld. Verfahren zur Illuminierung von Hydrosulfitätzen mit basischen Farbstoffen. 14/12 10.",1,255023,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Köln a. Rh. u. Elberfeld,Verfahren zur Illuminierung von Hydrosulfitätzen mit basischen Farbstoffen.,14/12 10
