id,entry,complete_patent,patent_id,name,location,description,date
14,"1. 292 589. Farbenfabriken vorm. Friedr. Bayer & Co., Leverkusen b/Cöln a/Rh. Neuerung beim Druck von Textilstoffen. 22/6 15. — A 620.",1,292589,Farbenfabriken vorm. Friedr. Bayer & Co.,Leverkusen b/Cöln a/Rh.,Neuerung beim Druck von Textilstoffen.,22/6 15
15,"1. 294 666. Wynandus Roessingh, Veenendaal, Holland; Vertr.: Ernst Heuß, Soden a/Taunus. Verfahren zum Bedrucken von Geweben mit Fließfarben. 16/6 14. — A 1043.",1,294666,Wynandus Roessingh,"Veenendaal, Holland",Verfahren zum Bedrucken von Geweben mit Fließfarben.,16/6 14
16,"1. 295 670. Marie Zaesle, geb. Hlavac u. Paul Albert Zaesle, Pribram, Böhmen; Vertr.: Dr F. Düring, Pat.-Anw., Berlin S.W. 61. Verfahren zur Herstellung eines Verdickungsmittels für Druckfarben und Appretur. 9/4 14. Österreich 1/7 13.",1,295670,"Marie Zaesle, geb. Hlavac u. Paul Albert Zaesle","Pribram, Böhmen",Verfahren zur Herstellung eines Verdickungsmittels für Druckfarben und Appretur.,9/4 14
17,"3. 292 171. A. Crone & Co., Coesfeld, Westf. Verfahren zur Herstellung von Reserven unter Küpenfarbstoffen. 31/10 15. — A 552.",1,292171,A. Crone & Co.,"Coesfeld, Westf.",Verfahren zur Herstellung von Reserven unter Küpenfarbstoffen.,31/10 15
18,"3. 293 359. Durand & Huguenin A.-G., Basel, Schweiz; Vertr.: A. Doll, Pat.-Anw., Berlin S.W. 48. Verfahren zum Weiß- oder Buntreservieren von mit Chromfarben unter Zusatz einer Chrombeize zu färbenden Waren. 13/7 15. — A 799.",1,293359,Durand & Huguenin A.-G.,"Basel, Schweiz",Verfahren zum Weiß- oder Buntreservieren von mit Chromfarben unter Zusatz einer Chrombeize zu färbenden Waren.,13/7 15
19,"5. 293 400. Eduard Zeidler, Guntramsdorf, Nieder-Österr.; Vertr.: Dr A. Zimmermann, Pat.-Anw., Berlin-Halensee. Verfahren zur Herstellung von gemusterten Geweben mit stellenweisen Rauheffekten. 21/4 14. Österreich 30/3 14. — A 799.",1,293400,Eduard Zeidler,"Guntramsdorf, Nieder-Österr.",Verfahren zur Herstellung von gemusterten Geweben mit stellenweisen Rauheffekten.,30/3 14
20,"2. 292 117. Georg Henning, Bergedorf b/Hamburg. Vorrichtung zur Einführung des flüssigen Peches odgl. in die Büschelbohrungen der Besen- und Bürstenkörper; Zus. z. Pat. 272 646. 20/10 15. — A 552.",1,292117,Georg Henning,Bergedorf b/Hamburg,Vorrichtung zur Einführung des flüssigen Peches odgl. in die Büschelbohrungen der Besen- und Bürstenkörper,20/10 15
21,"2. 294 546. Adolf Kuhn, Stuttgart-Cannstatt. Besenkopfbefestigung. 17/9 15. — A 1018.",1,294546,Adolf Kuhn,Stuttgart-Cannstatt,Besenkopfbefestigung.,17/9 15
22,"4. 291 296. Emil Schwarz, Chicago, V. St. A.; Vertr.: Pat.-Anwälte Dipl-Ing. H. Cminer, Berlin W. 66, u. Dipl-Ing. K. Wenzel, Frankfurt a/M. Vorrichtung zum Reinigen von Behältern, Flaschen, Kannen udgl. durch nachgiebige Reinigungsglieder in Form von hohlen Schraubenfedern. 15/12 14. — A 396.",1,291296,Emil Schwarz,"Chicago, V. St. A.","Vorrichtung zum Reinigen von Behältern, Flaschen, Kannen udgl. durch nachgiebige Reinigungsglieder in Form von hohlen Schraubenfedern.",15/12 14
23,"7. 295 243. Anton Zahoransky, Todtnau i/B. Vorrichtung an Bürsteneinstanzmaschinen zum Trennen der Borsten des abgeteilten Bündels von den übrigen Borsten im Zuführungskanal. 27/1 15. — A 1156.",1,295243,Anton Zahoransky,Todtnau i/B,Vorrichtung an Bürsteneinstanzmaschinen zum Trennen der Borsten des abgeteilten Bündels von den übrigen Borsten im Zuführungskanal.,27/1 15
24,"16. 291 652. Fa A. Maschmeijer jr., Amsterdam, Omval; Vertr.: Dr V. Alexander-Katz u. Dipl-Ing. E. Bier-reth, Pat.-Anwälte, Berlin S.W. 48. Verfahren zur Herstellung von Pinseln. 30/5 15. — A 453.",1,291652,Fa A. Maschmeijer jr.,"Amsterdam, Omval",Verfahren zur Herstellung von Pinseln.,30/5 15
25,"17. 291 110. Frau Gräfin Olga Clementine Zedtwitz, Biblin, Böhmen; Vertr.: Dipl-Ing. A. Kuhn, Pat.-Anw., Berlin S.W. 61. Füllpinsel mit abnehmbarem Kopf. 14/8 14. — A 354.",1,291110,Frau Gräfin Olga Clementine Zedtwitz,"Biblin, Böhmen",Füllpinsel mit abnehmbarem Kopf.,14/8 14
26,"21. 291 931. Hans Fritzsche, Rostock, Warnoufer 7. Zahnbürste. 4/2 14. — A 512.",1,291931,Hans Fritzsche,"Rostock, Warnoufer 7",Zahnbürste.,4/2 14
27,"6. 292 142 (†). Dr C. Otto & Comp., G. m. b. H., Dahlhausen, Ruhr. Verfahren und Einrichtung zur Beheizung von Koksöfen mit einer Aufeinanderfolge von unvollständiger und vollständiger Verbrennung. 2/7 15. — A 552.",1,292142,"Dr C. Otto & Comp., G. m. b. H.","Dahlhausen, Ruhr",Verfahren und Einrichtung zur Beheizung von Koksöfen mit einer Aufeinanderfolge von unvollständiger und vollständiger Verbrennung.,2/7 15
